case_id,denomination,security_thread,watermark,serial_valid,brightness,blur,risk_label
CC-00574,2000,True,False,True,0.465,0.309,0
CC-00575,2000,True,True,True,0.704,0.894,0
CC-00576,100,False,True,True,0.551,0.166,0
CC-00577,100,True,True,True,0.751,0.541,0
CC-00578,100,True,True,True,0.33,0.263,0
CC-00579,500,True,True,True,0.603,0.276,1
CC-00580,2000,True,False,True,0.473,0.354,1
CC-00581,200,True,False,False,0.576,0.787,0
CC-00582,2000,True,True,True,0.694,0.807,0
CC-00583,500,False,True,True,0.69,0.369,1
CC-00584,100,True,True,True,0.523,0.86,1
CC-00585,100,True,True,True,0.331,0.018,1
CC-00586,500,True,False,True,0.739,0.654,0
CC-00587,500,True,True,True,0.503,0.943,0
CC-00588,200,False,True,True,0.459,0.886,1
CC-00589,2000,True,True,True,0.778,0.104,0
CC-00590,500,False,False,True,0.482,0.455,0
CC-00591,100,True,True,True,0.4,0.072,1
CC-00592,2000,False,True,True,0.795,0.214,0
CC-00593,500,False,True,True,0.451,0.725,0
CC-00594,500,True,True,False,0.721,0.167,0
CC-00595,2000,True,True,True,0.752,0.836,0
CC-00596,2000,True,True,True,0.342,0.408,0
CC-00597,2000,True,True,True,0.321,0.218,0
CC-00598,500,True,True,True,0.733,0.616,1
CC-00599,100,True,True,False,0.722,0.295,0
CC-00600,2000,True,True,True,0.66,0.184,1
CC-00601,500,False,True,False,0.371,0.56,0
CC-00602,200,False,True,True,0.771,0.409,0
CC-00603,500,False,True,False,0.749,0.84,0
CC-00604,500,True,True,True,0.673,0.036,1
CC-00605,500,True,True,True,0.754,0.035,0
CC-00606,100,True,True,False,0.731,0.716,1
CC-00607,2000,False,False,True,0.46,0.168,0
CC-00608,200,True,True,False,0.668,0.113,1
CC-00609,200,True,True,True,0.551,0.641,0
CC-00610,2000,True,True,True,0.625,0.105,0
CC-00611,200,False,True,True,0.702,0.732,0
CC-00612,2000,False,True,True,0.799,0.099,0
CC-00613,100,False,True,True,0.681,0.985,0
CC-00614,2000,False,True,True,0.51,0.642,0
CC-00615,500,True,False,True,0.638,0.476,1
CC-00616,500,True,False,True,0.75,0.466,1
CC-00617,200,True,True,True,0.797,0.81,0
CC-00618,200,False,True,False,0.659,0.581,0
CC-00619,100,True,False,True,0.457,0.592,0
CC-00620,2000,True,True,True,0.719,0.53,1
CC-00621,2000,True,True,True,0.363,0.665,0
CC-00622,100,True,True,False,0.423,0.632,1
CC-00623,200,True,True,True,0.351,0.784,0
CC-00624,200,True,True,True,0.569,0.932,0
CC-00625,500,True,True,True,0.771,0.436,0
CC-00626,200,True,False,False,0.481,0.323,1
CC-00627,100,False,True,True,0.671,0.694,0
CC-00628,100,True,True,True,0.365,0.812,0
CC-00629,200,True,True,False,0.652,0.384,1
CC-00630,100,True,True,False,0.301,0.891,0
CC-00631,200,False,True,True,0.45,0.839,1
CC-00632,100,True,True,True,0.561,0.417,1
CC-00633,500,False,True,False,0.695,0.677,0
CC-00634,500,False,True,False,0.325,0.868,1
CC-00635,500,True,False,True,0.556,0.517,1
CC-00636,2000,False,True,True,0.441,0.595,0
CC-00637,200,True,True,False,0.414,0.445,0
CC-00638,2000,True,True,True,0.503,0.054,0
CC-00639,500,True,False,True,0.709,0.623,0
CC-00640,500,True,True,True,0.703,0.151,1
CC-00641,2000,False,True,True,0.745,0.024,1
CC-00642,100,True,True,True,0.617,0.402,1
CC-00643,200,True,False,True,0.581,0.614,1
CC-00644,500,False,True,True,0.677,0.344,0
CC-00645,500,True,False,False,0.583,0.979,0
CC-00646,500,True,True,True,0.736,0.63,0
CC-00647,2000,True,True,True,0.565,0.016,1
CC-00648,2000,True,True,True,0.342,0.565,0
CC-00649,2000,False,True,True,0.382,0.038,1
CC-00650,100,True,False,False,0.319,0.001,1
CC-00651,200,False,True,False,0.496,0.959,0
CC-00652,500,True,True,True,0.794,0.216,0
CC-00653,200,True,True,True,0.692,0.296,0
CC-00654,2000,True,True,False,0.443,0.902,1
CC-00655,200,False,True,False,0.345,0.484,1
CC-00656,100,True,False,True,0.579,0.478,0
CC-00657,100,True,False,True,0.335,0.183,0
CC-00658,100,True,True,True,0.352,0.643,0
CC-00659,100,True,True,False,0.701,0.482,1
CC-00660,2000,False,False,False,0.491,0.244,0
CC-00661,100,True,True,True,0.349,0.216,0
CC-00662,200,True,True,True,0.776,0.862,1
CC-00663,500,False,False,True,0.671,0.69,0
CC-00664,500,False,True,False,0.712,0.876,1
CC-00665,200,True,True,True,0.458,0.27,0
CC-00666,500,True,False,True,0.523,0.022,1
CC-00667,200,True,True,True,0.449,0.352,0
CC-00668,100,False,False,True,0.792,0.799,0
CC-00669,200,True,True,False,0.619,0.873,1
CC-00670,200,True,True,True,0.56,0.605,0
CC-00671,100,True,True,True,0.689,0.965,0
CC-00672,100,False,True,True,0.381,0.111,0
CC-00673,500,True,True,True,0.704,0.305,0
CC-00674,500,True,True,True,0.527,0.648,0
CC-00675,500,True,False,True,0.693,0.967,0
CC-00676,100,False,True,True,0.574,0.742,0
CC-00677,200,True,True,False,0.384,0.163,0
CC-00678,2000,True,True,True,0.397,0.663,1
CC-00679,2000,True,True,True,0.647,0.716,0
CC-00680,2000,True,True,True,0.665,0.477,0
CC-00681,100,True,True,True,0.615,0.156,0
CC-00682,200,True,True,True,0.768,0.67,0
CC-00683,2000,True,True,True,0.652,0.378,0
CC-00684,200,True,True,True,0.376,0.047,0
CC-00685,2000,True,True,True,0.757,0.439,0
CC-00686,500,True,True,True,0.37,0.826,1
CC-00687,500,False,True,True,0.581,0.979,1
CC-00688,2000,True,True,True,0.316,0.889,1
CC-00689,2000,True,True,True,0.457,0.384,1
CC-00690,500,True,False,True,0.423,0.851,1
CC-00691,500,False,True,True,0.308,0.906,0
CC-00692,200,True,True,True,0.405,0.337,0
CC-00693,2000,True,False,True,0.385,0.112,0
CC-00694,100,True,True,True,0.597,0.979,1
CC-00695,200,True,True,True,0.756,0.087,0
CC-00696,200,True,False,True,0.525,0.207,1
CC-00697,2000,True,True,True,0.667,0.915,0
CC-00698,2000,True,True,True,0.747,0.638,0
CC-00699,2000,False,True,True,0.568,0.781,1
CC-00700,200,False,True,True,0.58,0.222,1
CC-00701,100,False,True,False,0.496,0.511,0
CC-00702,100,True,True,True,0.312,0.394,0
CC-00703,100,False,True,False,0.59,0.777,0
CC-00704,200,True,False,False,0.376,0.54,1
CC-00705,2000,False,True,True,0.503,0.717,0
CC-00706,200,False,True,True,0.69,0.483,0
CC-00707,100,True,False,True,0.643,0.691,0
CC-00708,100,True,True,True,0.723,0.428,0
CC-00709,2000,True,True,True,0.328,0.635,1
CC-00710,200,True,False,True,0.301,0.178,0
CC-00711,2000,False,False,False,0.744,0.085,0
CC-00712,100,True,True,True,0.49,0.259,1
CC-00713,2000,True,True,False,0.57,0.658,0
CC-00714,2000,True,True,False,0.687,0.976,0
CC-00715,100,True,True,True,0.77,0.498,1
CC-00716,100,True,True,False,0.651,0.415,1
CC-00717,2000,True,True,False,0.306,0.803,0
CC-00718,100,True,False,True,0.634,0.119,0
CC-00719,2000,False,True,True,0.466,0.769,0
CC-00720,500,False,False,False,0.59,0.82,0
CC-00721,500,True,True,False,0.51,0.986,0
CC-00722,200,True,True,True,0.59,0.906,0
CC-00723,100,True,False,True,0.786,0.189,1
CC-00724,200,True,True,True,0.54,0.861,0
CC-00725,2000,True,True,True,0.452,0.026,0
CC-00726,100,True,True,True,0.732,0.955,1
CC-00727,2000,False,True,True,0.364,0.182,0
CC-00728,500,True,True,True,0.667,0.629,0
CC-00729,100,False,False,True,0.603,0.292,0
CC-00730,2000,True,True,True,0.423,0.594,0
CC-00731,2000,True,True,True,0.692,0.921,0
CC-00732,200,True,False,False,0.705,0.121,0
CC-00733,200,True,True,True,0.535,0.617,0
CC-00734,2000,True,False,False,0.503,0.863,1
CC-00735,200,True,False,True,0.762,0.25,1
CC-00736,200,True,True,True,0.596,0.806,0
CC-00737,100,True,True,True,0.457,0.057,0
CC-00738,500,False,True,True,0.356,0.885,0
CC-00739,200,True,True,True,0.73,0.852,0
CC-00740,2000,False,True,True,0.786,0.79,0
CC-00741,200,True,False,True,0.777,0.848,1
CC-00742,2000,True,True,True,0.665,0.146,1
CC-00743,200,False,True,False,0.315,0.848,0
CC-00744,2000,False,True,True,0.432,0.505,1
CC-00745,100,True,True,True,0.328,0.58,0
CC-00746,200,True,True,False,0.689,0.138,0
CC-00747,200,True,True,False,0.444,0.577,1
CC-00748,200,False,True,True,0.756,0.761,1
CC-00749,500,True,False,True,0.468,0.189,1
CC-00750,2000,True,True,True,0.44,0.223,1
CC-00751,200,True,True,True,0.543,0.29,0
CC-00752,100,False,True,True,0.605,0.332,0
CC-00753,2000,True,True,True,0.605,0.364,0
CC-00754,500,True,True,True,0.787,0.212,1
CC-00755,500,True,True,True,0.507,0.605,1
CC-00756,200,True,True,True,0.314,0.048,0
CC-00757,2000,False,True,False,0.595,0.663,0
CC-00758,500,False,True,True,0.701,0.547,1
CC-00759,500,True,True,True,0.368,0.845,0
CC-00760,2000,True,True,True,0.607,0.354,1
CC-00761,200,True,True,True,0.668,0.915,0
CC-00762,200,False,True,True,0.545,0.475,0
CC-00763,2000,True,False,False,0.307,0.928,0
CC-00764,2000,False,False,True,0.491,0.02,0
CC-00765,2000,True,False,False,0.68,0.264,0
CC-00766,2000,False,True,True,0.75,0.159,1
CC-00767,100,False,True,False,0.649,0.808,0
CC-00768,100,False,True,True,0.645,0.407,0
CC-00769,2000,True,True,True,0.769,0.624,1
CC-00770,2000,True,True,True,0.755,0.166,1
CC-00771,500,True,True,True,0.762,0.315,0
CC-00772,2000,True,True,False,0.553,0.468,1
CC-00773,500,False,True,True,0.598,0.661,1
CC-00774,2000,True,True,True,0.727,0.086,0
CC-00775,100,True,False,True,0.493,0.472,0
CC-00776,2000,True,True,True,0.598,0.549,0
CC-00777,2000,True,True,True,0.37,0.746,1
CC-00778,2000,True,True,True,0.543,0.215,0
CC-00779,2000,True,True,True,0.641,0.96,0
CC-00780,100,True,True,False,0.771,0.759,0
CC-00781,2000,True,True,True,0.319,0.529,0
CC-00782,500,True,True,True,0.759,0.501,1
CC-00783,500,True,False,True,0.719,0.586,0
CC-00784,2000,True,True,True,0.324,0.518,0
CC-00785,500,True,True,True,0.445,0.118,1
CC-00786,100,True,False,True,0.697,0.231,0
CC-00787,500,False,False,True,0.517,0.042,0
CC-00788,2000,False,True,True,0.441,0.271,0
CC-00789,200,True,False,True,0.678,0.219,0
CC-00790,500,True,False,True,0.651,0.62,0
CC-00791,2000,True,True,False,0.38,0.334,1
CC-00792,100,False,True,True,0.369,0.483,0
CC-00793,200,True,True,True,0.673,0.943,0
CC-00794,2000,True,True,False,0.733,0.014,0
CC-00795,2000,True,True,True,0.714,0.452,0
CC-00796,500,True,True,True,0.674,0.296,0
CC-00797,2000,False,True,False,0.518,0.26,0
CC-00798,500,True,True,True,0.665,0.959,0
CC-00799,2000,True,True,True,0.538,0.394,0
CC-00800,200,True,True,True,0.722,0.87,0
CC-00801,2000,True,True,True,0.396,0.845,0
CC-00802,100,True,False,True,0.414,0.85,0
CC-00803,200,True,True,True,0.613,0.752,0
CC-00804,2000,True,True,False,0.569,0.563,0
CC-00805,200,False,True,True,0.448,0.453,0
CC-00806,200,True,False,True,0.309,0.599,1
CC-00807,100,True,False,True,0.518,0.955,0
CC-00808,2000,True,True,True,0.773,0.994,1
CC-00809,200,True,False,True,0.48,0.266,1
CC-00810,100,True,True,False,0.681,0.93,0
CC-00811,2000,True,True,True,0.497,0.516,1
CC-00812,200,True,True,False,0.603,0.821,1
CC-00813,500,True,True,True,0.321,0.589,1
CC-00814,2000,True,True,True,0.319,0.526,0
CC-00815,100,True,True,True,0.499,0.687,1
CC-00816,100,True,True,True,0.432,0.672,0
CC-00817,200,False,True,True,0.792,0.766,0
CC-00818,500,True,True,True,0.657,0.874,1
CC-00819,500,True,True,True,0.453,0.809,0
CC-00820,200,True,True,True,0.633,0.305,0
CC-00821,200,False,False,False,0.403,0.995,0
CC-00822,2000,False,True,True,0.554,0.198,0
CC-00823,200,False,True,True,0.755,0.102,0
CC-00824,100,True,True,True,0.545,0.114,0
CC-00825,200,False,False,True,0.717,0.572,0
CC-00826,100,True,True,True,0.727,0.469,0
CC-00827,200,False,True,True,0.592,0.825,0
CC-00828,100,True,False,True,0.696,0.291,1
CC-00829,500,True,True,True,0.686,0.765,0
CC-00830,2000,False,True,True,0.495,0.344,0
CC-00831,500,True,True,True,0.303,0.389,0
CC-00832,200,True,True,True,0.307,0.203,0
CC-00833,2000,True,False,True,0.476,0.855,0
CC-00834,500,True,True,False,0.338,0.627,0
CC-00835,500,False,False,False,0.506,0.59,0
CC-00836,200,True,False,True,0.731,0.704,1
CC-00837,200,True,True,True,0.496,0.895,0
CC-00838,100,True,False,True,0.654,0.115,1
CC-00839,2000,True,True,True,0.726,0.804,1
CC-00840,100,True,True,True,0.349,0.861,1
CC-00841,200,False,True,False,0.642,0.255,1
CC-00842,2000,False,False,True,0.324,0.365,0
CC-00843,100,True,True,True,0.392,0.54,1
CC-00844,500,True,False,True,0.584,0.763,0
CC-00845,200,True,False,True,0.681,0.62,0
CC-00846,500,True,False,True,0.498,0.42,0
CC-00847,200,True,False,True,0.551,0.084,0
CC-00848,200,True,False,True,0.755,0.771,0
CC-00849,100,True,True,True,0.339,0.016,1
CC-00850,2000,True,True,True,0.487,0.072,1
CC-00851,500,True,False,True,0.544,0.051,1
CC-00852,500,True,False,True,0.424,0.506,0
CC-00853,200,True,True,True,0.567,0.698,0
CC-00854,100,True,False,True,0.777,0.637,0
CC-00855,200,True,False,False,0.583,0.25,0
CC-00856,200,True,True,False,0.682,0.888,0
CC-00857,100,True,True,True,0.305,0.032,0
CC-00858,200,True,True,True,0.745,0.153,1
CC-00859,500,True,False,True,0.349,0.122,1
CC-00860,500,False,False,False,0.316,0.832,0
CC-00861,500,True,True,True,0.487,0.663,0
CC-00862,500,True,False,True,0.347,0.899,1
CC-00863,200,False,True,True,0.459,0.014,1
CC-00864,200,True,True,True,0.415,0.767,1
CC-00865,500,True,True,True,0.394,0.167,0
CC-00866,100,False,True,False,0.443,0.038,0
CC-00867,200,False,True,True,0.422,0.391,0
CC-00868,500,False,True,True,0.614,0.26,0
CC-00869,500,True,True,True,0.762,0.09,1
CC-00870,200,True,True,True,0.596,0.138,0
CC-00871,100,False,True,True,0.584,0.84,0
CC-00872,100,False,False,True,0.344,0.004,0
CC-00873,100,True,True,True,0.443,0.396,0
CC-00874,500,True,True,True,0.315,0.594,1
CC-00875,2000,True,True,True,0.423,0.908,0
CC-00876,200,True,True,True,0.376,0.448,1
CC-00877,2000,True,False,True,0.666,0.247,0
CC-00878,100,True,True,True,0.592,0.725,1
CC-00879,500,False,True,True,0.62,0.545,0
CC-00880,200,True,True,False,0.741,0.679,0
CC-00881,2000,True,True,True,0.447,0.778,1
CC-00882,100,True,False,False,0.728,0.173,1
CC-00883,200,True,True,False,0.692,0.694,0
CC-00884,200,True,True,True,0.377,0.714,0
CC-00885,500,True,True,False,0.57,0.322,0
CC-00886,100,False,True,False,0.611,0.24,0
CC-00887,2000,True,True,True,0.775,0.439,0
CC-00888,200,True,False,True,0.7,0.618,0
CC-00889,200,True,True,True,0.734,0.589,0
CC-00890,500,True,True,True,0.471,0.432,0
CC-00891,100,False,True,True,0.742,0.168,1
CC-00892,200,False,True,True,0.587,0.34,0
CC-00893,500,True,False,True,0.544,0.096,0
CC-00894,500,True,True,True,0.673,0.841,0
CC-00895,2000,True,True,True,0.475,0.142,0
CC-00896,500,True,True,False,0.741,0.893,0
CC-00897,200,False,True,True,0.66,0.616,1
CC-00898,100,True,True,True,0.469,0.911,0
CC-00899,500,False,True,False,0.536,0.307,1
CC-00900,100,True,False,False,0.706,0.768,0
CC-00901,200,True,True,True,0.627,0.368,0
CC-00902,500,True,False,True,0.651,0.305,0
CC-00903,200,False,True,True,0.713,0.748,0
CC-00904,100,True,True,False,0.652,0.291,0
CC-00905,2000,False,True,True,0.766,0.35,0
CC-00906,2000,True,True,True,0.521,0.977,1
CC-00907,100,True,True,True,0.39,0.998,0
CC-00908,2000,True,True,True,0.777,0.815,0
CC-00909,200,True,True,True,0.645,0.782,0
CC-00910,500,True,True,True,0.556,0.578,1
CC-00911,100,True,True,True,0.7,0.125,0
CC-00912,100,True,False,True,0.703,0.48,0
CC-00913,2000,True,False,True,0.585,0.854,1
CC-00914,500,True,True,True,0.638,0.315,1
CC-00915,100,True,True,True,0.386,0.004,1
CC-00916,2000,False,True,True,0.338,0.923,1
CC-00917,500,False,True,True,0.751,0.594,0
CC-00918,100,True,True,True,0.462,0.918,0
CC-00919,100,True,True,True,0.541,0.493,0
CC-00920,100,True,True,True,0.4,0.384,1
CC-00921,200,True,True,True,0.619,0.861,0
CC-00922,200,True,True,True,0.365,0.113,0
CC-00923,2000,False,True,True,0.762,0.683,1
CC-00924,2000,True,False,True,0.388,0.691,0
CC-00925,100,True,True,False,0.337,0.938,0
CC-00926,500,True,True,False,0.751,0.128,0
CC-00927,200,False,True,False,0.454,0.416,0
CC-00928,200,False,False,True,0.309,0.706,0
CC-00929,100,True,True,True,0.561,0.946,0
CC-00930,500,True,True,True,0.547,0.735,0
CC-00931,200,True,True,True,0.597,0.533,1
CC-00932,200,True,True,True,0.625,0.237,0
CC-00933,500,True,True,False,0.642,0.016,1
CC-00934,100,True,True,True,0.38,0.89,0
CC-00935,2000,True,True,True,0.625,0.738,0
CC-00936,500,True,False,True,0.436,0.229,1
CC-00937,100,False,True,True,0.767,0.447,1
CC-00938,100,False,False,True,0.526,0.577,0
CC-00939,500,True,True,False,0.707,0.517,0
CC-00940,500,False,True,True,0.761,0.665,1
CC-00941,500,True,False,True,0.387,0.312,0
CC-00942,500,True,True,True,0.786,0.74,1
CC-00943,500,False,False,True,0.398,1.0,0
CC-00944,500,True,True,True,0.319,0.071,1
CC-00945,2000,True,False,True,0.719,0.721,1
CC-00946,500,True,False,True,0.667,0.13,1
CC-00947,500,True,False,True,0.669,0.583,0
CC-00948,200,False,True,False,0.499,0.805,1
CC-00949,100,True,True,True,0.743,0.827,1
CC-00950,100,True,True,True,0.526,0.478,1
CC-00951,200,False,True,True,0.396,0.949,0
CC-00952,2000,True,True,True,0.503,0.25,1
CC-00953,200,True,True,True,0.604,0.575,1
CC-00954,500,False,True,True,0.522,0.236,0
CC-00955,200,False,False,False,0.706,0.597,1
CC-00956,200,True,False,True,0.693,0.587,1
CC-00957,200,False,True,True,0.454,0.428,0
CC-00958,2000,True,True,True,0.706,0.675,1
CC-00959,2000,True,True,True,0.722,0.382,1
CC-00960,500,True,True,False,0.451,0.102,1
CC-00961,500,True,False,True,0.377,0.217,0
CC-00962,100,True,False,True,0.481,0.043,0
CC-00963,200,True,True,True,0.422,0.957,0
CC-00964,2000,False,True,False,0.74,0.147,1
CC-00965,100,True,True,True,0.475,0.57,1
CC-00966,100,True,False,False,0.651,0.289,1
CC-00967,2000,False,False,False,0.752,0.948,0
CC-00968,200,False,True,False,0.722,0.266,0
CC-00969,200,False,False,True,0.456,0.525,0
CC-00970,2000,True,True,True,0.798,0.828,0
CC-00971,200,False,True,True,0.314,0.413,0
CC-00972,200,True,True,True,0.798,0.252,0
CC-00973,500,True,True,True,0.557,0.097,0
CC-00974,100,True,False,False,0.634,0.426,0
CC-00975,100,True,True,True,0.316,0.76,1
CC-00976,500,True,False,False,0.311,0.369,1
CC-00977,500,True,True,False,0.682,0.801,0
CC-00978,2000,False,True,True,0.353,0.066,0
CC-00979,100,True,True,True,0.63,0.034,0
CC-00980,2000,True,True,True,0.684,0.617,1
CC-00981,500,False,False,False,0.737,0.347,0
CC-00982,2000,True,False,False,0.467,0.565,1
CC-00983,2000,False,True,False,0.776,0.82,1
CC-00984,200,False,True,True,0.551,0.445,0
CC-00985,2000,True,False,True,0.319,0.559,1
CC-00986,100,False,True,True,0.477,0.276,0
CC-00987,2000,True,True,True,0.736,0.447,0
CC-00988,100,True,True,True,0.513,0.211,0
CC-00989,200,True,False,False,0.314,0.612,0
CC-00990,100,True,True,True,0.491,0.308,0
CC-00991,100,False,False,True,0.443,0.929,0
CC-00992,100,True,True,False,0.528,0.843,0
CC-00993,100,False,True,True,0.414,0.949,1
CC-00994,200,False,True,True,0.527,0.243,0
CC-00995,100,True,False,False,0.507,0.677,1
CC-00996,2000,True,True,True,0.39,0.748,0
CC-00997,500,True,True,True,0.783,0.966,1
CC-00998,500,False,True,False,0.602,0.245,0
CC-00999,100,True,True,True,0.664,0.287,1
CC-01000,200,True,True,True,0.355,0.809,0
CC-01001,500,True,True,True,0.434,0.464,0
CC-01002,200,True,True,True,0.457,0.816,0
CC-01003,100,True,False,True,0.53,0.062,1
CC-01004,500,True,True,True,0.755,0.284,1
CC-01005,500,True,True,False,0.519,0.223,0
CC-01006,200,True,True,True,0.74,0.965,0
CC-01007,100,True,True,True,0.754,0.368,0
CC-01008,2000,True,True,False,0.565,0.428,0
CC-01009,100,False,True,True,0.316,0.063,1
CC-01010,2000,True,False,True,0.554,0.166,1
CC-01011,100,True,True,True,0.446,0.484,1
CC-01012,2000,True,True,False,0.594,0.339,1
CC-01013,2000,True,True,True,0.657,0.64,0
CC-01014,2000,True,True,False,0.448,0.403,1
CC-01015,200,True,True,True,0.758,0.192,1
CC-01016,100,True,True,True,0.621,0.774,0
CC-01017,200,True,False,True,0.408,0.436,0
CC-01018,100,False,True,False,0.429,0.338,1
CC-01019,500,False,True,True,0.42,0.641,0
CC-01020,100,True,True,False,0.793,0.607,0
CC-01021,200,True,True,False,0.512,0.648,1
CC-01022,2000,True,False,True,0.564,0.998,0
CC-01023,2000,True,True,True,0.679,0.09,0
CC-01024,2000,True,True,True,0.312,0.849,0
CC-01025,2000,True,False,True,0.742,0.142,0
CC-01026,500,True,True,False,0.614,0.821,1
CC-01027,100,True,True,True,0.495,0.857,0
CC-01028,100,False,True,False,0.577,0.91,0
CC-01029,2000,True,False,True,0.431,0.793,0
CC-01030,500,True,True,False,0.776,0.088,1
CC-01031,200,True,True,True,0.79,0.273,0
CC-01032,100,True,True,True,0.791,0.373,0
CC-01033,2000,True,True,True,0.676,0.616,1
CC-01034,100,True,True,True,0.631,0.971,1
CC-01035,200,False,True,True,0.516,0.394,0
CC-01036,200,True,False,True,0.779,0.34,0
CC-01037,500,True,False,True,0.421,0.874,1
CC-01038,100,True,True,True,0.646,0.411,1
CC-01039,200,True,True,True,0.769,0.648,0
CC-01040,2000,True,True,True,0.491,0.825,1
CC-01041,100,True,True,True,0.331,0.856,0
CC-01042,100,True,True,True,0.377,0.301,0
CC-01043,200,False,False,True,0.684,0.751,0
CC-01044,100,False,True,True,0.336,0.572,0
CC-01045,500,True,True,True,0.438,0.444,0
CC-01046,500,True,True,True,0.695,0.156,1
CC-01047,100,True,False,True,0.384,0.106,1
CC-01048,200,True,False,True,0.39,0.93,0
CC-01049,100,True,True,True,0.645,0.937,0
CC-01050,500,True,True,False,0.654,0.096,0
CC-01051,200,True,True,True,0.484,0.777,1
CC-01052,200,True,True,True,0.312,0.754,0
CC-01053,200,True,True,True,0.72,0.902,0
CC-01054,2000,True,False,True,0.569,0.321,1
CC-01055,200,True,True,True,0.513,0.391,1
CC-01056,2000,True,True,True,0.362,0.925,0
CC-01057,200,True,True,True,0.328,0.925,0
CC-01058,100,True,True,True,0.328,0.964,0
CC-01059,100,True,True,False,0.555,0.486,0
CC-01060,2000,False,False,True,0.563,0.603,0
CC-01061,200,False,True,True,0.527,0.94,0
CC-01062,100,True,False,True,0.413,0.93,0
CC-01063,100,True,True,False,0.41,0.449,1
CC-01064,100,True,True,True,0.795,0.824,0
CC-01065,500,False,True,True,0.68,0.324,0
CC-01066,100,True,False,True,0.792,0.785,0
CC-01067,200,False,False,True,0.364,0.58,1
CC-01068,500,True,True,False,0.567,0.157,0
CC-01069,100,True,True,False,0.736,0.966,0
CC-01070,100,True,True,False,0.685,0.333,1
CC-01071,500,True,True,True,0.461,0.241,0
CC-01072,100,True,True,True,0.589,0.782,1
CC-01073,100,True,False,False,0.797,0.452,0
CC-01074,2000,True,True,True,0.755,0.197,1
CC-01075,2000,True,True,True,0.455,0.616,1
CC-01076,500,True,True,True,0.305,0.313,0
CC-01077,2000,True,True,True,0.341,0.314,0
CC-01078,100,True,True,True,0.339,0.167,0
CC-01079,200,True,True,True,0.677,0.55,1
CC-01080,200,True,True,True,0.718,0.283,0
CC-01081,2000,True,True,True,0.334,0.803,0
CC-01082,2000,True,True,False,0.484,0.838,0
CC-01083,100,False,True,False,0.603,0.437,1
CC-01084,200,True,True,True,0.321,0.65,0
CC-01085,500,True,True,True,0.431,0.628,0
CC-01086,500,False,False,True,0.381,0.937,0
CC-01087,200,True,True,True,0.515,0.868,1
CC-01088,200,True,True,True,0.733,0.177,1
CC-01089,2000,True,False,True,0.692,0.886,1
CC-01090,500,True,True,True,0.353,0.672,0
CC-01091,200,True,True,True,0.79,0.221,0
CC-01092,2000,False,True,True,0.412,0.893,1
CC-01093,2000,False,True,True,0.377,0.057,0
CC-01094,2000,True,True,True,0.378,0.417,1
CC-01095,100,False,True,True,0.445,0.996,0
CC-01096,500,False,True,True,0.332,0.444,0
CC-01097,2000,True,True,True,0.612,0.705,0
CC-01098,100,False,True,True,0.357,0.406,0
CC-01099,100,True,True,True,0.518,0.437,0
CC-01100,100,True,False,True,0.512,0.044,0
CC-01101,500,True,True,True,0.333,0.24,1
CC-01102,500,True,True,True,0.301,0.19,0
CC-01103,2000,True,True,True,0.319,0.111,0
CC-01104,200,True,True,True,0.531,0.51,0
CC-01105,500,True,True,False,0.774,0.074,1
CC-01106,100,True,True,True,0.414,0.575,0
CC-01107,2000,False,True,True,0.705,0.947,0
CC-01108,500,True,True,True,0.678,0.116,1
CC-01109,2000,False,True,True,0.68,0.179,1
CC-01110,2000,True,True,False,0.599,0.823,0
CC-01111,500,False,True,False,0.464,0.257,1
CC-01112,2000,True,False,False,0.325,0.288,0
CC-01113,2000,False,False,True,0.535,0.027,0
CC-01114,500,True,True,True,0.686,0.618,1
CC-01115,2000,False,True,True,0.64,0.708,1
CC-01116,500,True,True,True,0.746,0.148,0
CC-01117,500,False,True,True,0.609,0.213,1
CC-01118,2000,True,True,True,0.769,0.622,0
CC-01119,2000,True,True,True,0.386,0.192,0
CC-01120,200,True,True,True,0.763,0.799,0
CC-01121,100,False,True,False,0.611,0.174,0
CC-01122,100,True,True,True,0.461,0.046,1
CC-01123,200,False,False,True,0.543,0.468,0
CC-01124,200,True,True,True,0.313,0.529,0
CC-01125,200,True,True,True,0.645,0.572,0
CC-01126,200,True,True,True,0.603,0.941,0
CC-01127,200,False,False,True,0.367,0.897,0
CC-01128,2000,False,False,True,0.724,0.348,1
CC-01129,2000,True,True,True,0.746,0.844,1
CC-01130,100,True,True,False,0.641,0.035,0
CC-01131,100,True,True,False,0.4,0.276,0
CC-01132,200,False,False,True,0.73,0.723,0
CC-01133,2000,True,False,True,0.743,0.176,0
CC-01134,100,True,True,True,0.672,0.614,0
CC-01135,100,True,True,True,0.535,0.026,0
CC-01136,2000,True,True,True,0.462,0.556,1
CC-01137,500,False,True,True,0.669,0.036,1
CC-01138,200,True,False,True,0.749,0.907,0
CC-01139,200,True,True,True,0.418,0.06,0
CC-01140,500,False,True,False,0.642,0.837,1
CC-01141,2000,True,False,True,0.571,0.447,1
CC-01142,200,True,True,True,0.38,0.377,1
CC-01143,100,False,True,False,0.56,0.796,0
CC-01144,100,True,True,True,0.472,0.315,1
CC-01145,2000,True,False,True,0.457,0.709,0
CC-01146,500,True,True,False,0.724,0.658,1
CC-01147,200,True,True,False,0.516,0.554,0
CC-01148,200,True,True,True,0.496,0.587,0
