report_id,category,district,amount,risk_score,status
SX-100527,counterfeit,Bengaluru,608654,76,resolved
SX-100528,digital_arrest,Lucknow,755018,62,submitted
SX-100529,upi_fraud,Kolkata,511318,98,submitted
SX-100530,upi_fraud,Kolkata,240402,56,verified
SX-100531,upi_fraud,Pune,345836,42,verified
SX-100532,counterfeit,Pune,55251,93,resolved
SX-100533,upi_fraud,Lucknow,104493,87,verified
SX-100534,scam_call,Chennai,141986,48,investigating
SX-100535,phishing,Chennai,275185,42,verified
SX-100536,counterfeit,Lucknow,458327,16,verified
SX-100537,counterfeit,Lucknow,212043,31,submitted
SX-100538,phishing,Pune,516051,19,investigating
SX-100539,digital_arrest,Mumbai,768308,31,submitted
SX-100540,scam_call,Chennai,318177,65,submitted
SX-100541,scam_call,Jaipur,225814,57,submitted
SX-100542,counterfeit,Pune,354297,36,submitted
SX-100543,digital_arrest,Chennai,61285,76,investigating
SX-100544,counterfeit,Lucknow,621663,97,verified
SX-100545,digital_arrest,Lucknow,307120,27,resolved
SX-100546,counterfeit,Lucknow,344917,40,resolved
SX-100547,digital_arrest,Pune,504951,29,submitted
SX-100548,phishing,Jaipur,388548,64,submitted
SX-100549,upi_fraud,Jaipur,386593,37,investigating
SX-100550,phishing,Jaipur,356809,18,submitted
SX-100551,scam_call,Central Delhi,712978,51,investigating
SX-100552,counterfeit,Bengaluru,197397,21,submitted
SX-100553,scam_call,Mumbai,735081,75,investigating
SX-100554,phishing,Bengaluru,583092,25,resolved
SX-100555,scam_call,Mumbai,734945,50,investigating
SX-100556,phishing,Lucknow,395954,69,investigating
SX-100557,upi_fraud,Central Delhi,577436,16,investigating
SX-100558,counterfeit,Mumbai,547637,66,resolved
SX-100559,digital_arrest,Chennai,253631,69,verified
SX-100560,digital_arrest,Pune,281850,53,resolved
SX-100561,scam_call,Lucknow,399004,22,verified
SX-100562,counterfeit,Lucknow,583952,27,investigating
SX-100563,digital_arrest,Central Delhi,331917,19,investigating
SX-100564,upi_fraud,Mumbai,725838,20,resolved
SX-100565,digital_arrest,Kolkata,784855,23,investigating
SX-100566,scam_call,Lucknow,67652,34,resolved
SX-100567,digital_arrest,Chennai,740088,24,investigating
SX-100568,counterfeit,Chennai,260897,80,resolved
SX-100569,digital_arrest,Bengaluru,452183,33,investigating
SX-100570,counterfeit,Chennai,268201,45,resolved
SX-100571,scam_call,Jaipur,200973,39,investigating
SX-100572,scam_call,Bengaluru,682760,19,investigating
SX-100573,digital_arrest,Lucknow,112866,69,investigating
SX-100574,digital_arrest,Central Delhi,271668,66,verified
SX-100575,scam_call,Central Delhi,774555,75,verified
SX-100576,scam_call,Kolkata,707282,49,investigating
SX-100577,phishing,Pune,418500,16,verified
SX-100578,scam_call,Jaipur,603143,71,resolved
SX-100579,scam_call,Pune,77698,35,investigating
SX-100580,digital_arrest,Mumbai,507754,60,submitted
SX-100581,scam_call,Mumbai,294139,29,resolved
SX-100582,digital_arrest,Bengaluru,724878,30,submitted
SX-100583,scam_call,Lucknow,375132,58,submitted
SX-100584,upi_fraud,Lucknow,730245,42,submitted
SX-100585,counterfeit,Chennai,138021,56,resolved
SX-100586,counterfeit,Mumbai,279403,38,submitted
SX-100587,counterfeit,Chennai,621873,93,submitted
SX-100588,counterfeit,Pune,416087,81,investigating
SX-100589,counterfeit,Central Delhi,555669,22,verified
SX-100590,phishing,Mumbai,98413,32,resolved
SX-100591,scam_call,Kolkata,102050,44,submitted
SX-100592,digital_arrest,Lucknow,170513,97,verified
SX-100593,counterfeit,Pune,720242,64,submitted
SX-100594,scam_call,Lucknow,679419,33,submitted
SX-100595,phishing,Central Delhi,349697,49,submitted
SX-100596,phishing,Lucknow,25402,52,submitted
SX-100597,phishing,Pune,724578,85,submitted
SX-100598,upi_fraud,Pune,745877,56,investigating
SX-100599,digital_arrest,Kolkata,585834,65,resolved
SX-100600,counterfeit,Bengaluru,62920,23,resolved
SX-100601,phishing,Lucknow,184871,62,submitted
SX-100602,phishing,Bengaluru,740477,73,investigating
SX-100603,digital_arrest,Bengaluru,772159,86,verified
SX-100604,phishing,Chennai,72178,89,investigating
SX-100605,upi_fraud,Jaipur,469031,70,resolved
SX-100606,upi_fraud,Central Delhi,416794,58,submitted
SX-100607,upi_fraud,Chennai,499490,62,investigating
SX-100608,phishing,Lucknow,743053,53,resolved
SX-100609,digital_arrest,Jaipur,394284,93,submitted
SX-100610,phishing,Mumbai,732174,77,investigating
SX-100611,scam_call,Bengaluru,475645,26,resolved
SX-100612,digital_arrest,Kolkata,278853,32,verified
SX-100613,counterfeit,Kolkata,556951,92,resolved
SX-100614,upi_fraud,Mumbai,160367,37,verified
SX-100615,upi_fraud,Lucknow,793940,87,verified
SX-100616,counterfeit,Lucknow,213029,16,resolved
SX-100617,upi_fraud,Chennai,602806,93,investigating
SX-100618,scam_call,Pune,707678,44,resolved
SX-100619,phishing,Mumbai,175138,55,investigating
SX-100620,counterfeit,Kolkata,538887,68,resolved
SX-100621,counterfeit,Lucknow,593846,49,investigating
SX-100622,scam_call,Kolkata,555637,77,submitted
SX-100623,counterfeit,Bengaluru,230130,44,investigating
SX-100624,phishing,Kolkata,413280,44,submitted
SX-100625,scam_call,Kolkata,717792,34,verified
SX-100626,phishing,Pune,253388,74,submitted
SX-100627,upi_fraud,Pune,328446,78,verified
SX-100628,counterfeit,Pune,568061,73,investigating
SX-100629,phishing,Mumbai,126488,25,investigating
SX-100630,digital_arrest,Central Delhi,607636,66,verified
SX-100631,scam_call,Kolkata,108192,64,submitted
SX-100632,scam_call,Mumbai,529790,27,investigating
SX-100633,scam_call,Lucknow,554298,70,verified
SX-100634,phishing,Chennai,102750,47,investigating
SX-100635,digital_arrest,Bengaluru,423367,28,investigating
SX-100636,digital_arrest,Jaipur,220863,52,verified
SX-100637,digital_arrest,Lucknow,725719,71,submitted
SX-100638,upi_fraud,Lucknow,124011,26,verified
SX-100639,upi_fraud,Mumbai,259010,70,submitted
SX-100640,upi_fraud,Jaipur,256324,23,submitted
SX-100641,upi_fraud,Pune,425426,91,resolved
SX-100642,digital_arrest,Kolkata,442044,96,resolved
SX-100643,scam_call,Jaipur,584129,47,investigating
SX-100644,upi_fraud,Central Delhi,634202,17,investigating
SX-100645,upi_fraud,Pune,786302,67,verified
SX-100646,upi_fraud,Pune,482110,34,investigating
SX-100647,upi_fraud,Jaipur,681144,72,submitted
SX-100648,phishing,Lucknow,176726,72,verified
SX-100649,phishing,Pune,784802,31,investigating
SX-100650,scam_call,Mumbai,648806,82,verified
SX-100651,phishing,Central Delhi,613882,50,investigating
SX-100652,upi_fraud,Chennai,581496,20,resolved
SX-100653,upi_fraud,Kolkata,594599,48,investigating
SX-100654,scam_call,Jaipur,550037,90,investigating
SX-100655,upi_fraud,Central Delhi,328527,94,investigating
SX-100656,phishing,Jaipur,771406,24,investigating
SX-100657,digital_arrest,Pune,20371,55,resolved
SX-100658,digital_arrest,Chennai,125675,78,investigating
SX-100659,upi_fraud,Lucknow,197439,63,investigating
SX-100660,scam_call,Lucknow,564739,62,verified
SX-100661,phishing,Lucknow,112371,54,verified
SX-100662,digital_arrest,Lucknow,718523,87,verified
SX-100663,counterfeit,Pune,389757,52,submitted
SX-100664,scam_call,Mumbai,179126,84,investigating
SX-100665,phishing,Chennai,242149,88,investigating
SX-100666,scam_call,Lucknow,312098,87,submitted
SX-100667,digital_arrest,Central Delhi,499705,91,verified
SX-100668,phishing,Kolkata,597691,94,investigating
SX-100669,phishing,Chennai,538060,34,resolved
SX-100670,phishing,Jaipur,430077,17,submitted
SX-100671,scam_call,Kolkata,374030,87,submitted
SX-100672,digital_arrest,Kolkata,206436,42,resolved
SX-100673,upi_fraud,Central Delhi,104699,33,resolved
SX-100674,upi_fraud,Central Delhi,644208,56,submitted
SX-100675,digital_arrest,Kolkata,630107,69,verified
SX-100676,scam_call,Pune,191644,94,investigating
SX-100677,digital_arrest,Central Delhi,505579,84,investigating
SX-100678,digital_arrest,Lucknow,625203,52,submitted
SX-100679,phishing,Central Delhi,380648,81,submitted
SX-100680,scam_call,Bengaluru,619736,37,submitted
SX-100681,phishing,Central Delhi,602818,25,verified
SX-100682,digital_arrest,Bengaluru,589920,58,verified
SX-100683,upi_fraud,Chennai,454453,27,verified
SX-100684,scam_call,Chennai,510503,25,resolved
SX-100685,phishing,Jaipur,184346,45,investigating
SX-100686,scam_call,Jaipur,690648,60,investigating
SX-100687,upi_fraud,Pune,681228,78,submitted
SX-100688,digital_arrest,Bengaluru,537528,48,resolved
SX-100689,upi_fraud,Lucknow,400546,50,verified
SX-100690,phishing,Mumbai,381512,81,resolved
SX-100691,scam_call,Jaipur,71404,39,investigating
SX-100692,counterfeit,Bengaluru,326780,37,verified
SX-100693,phishing,Bengaluru,250415,83,investigating
SX-100694,digital_arrest,Pune,238478,65,investigating
SX-100695,counterfeit,Lucknow,65044,37,resolved
SX-100696,digital_arrest,Central Delhi,556520,77,submitted
SX-100697,scam_call,Jaipur,568131,18,submitted
SX-100698,digital_arrest,Bengaluru,428998,65,submitted
SX-100699,upi_fraud,Pune,350136,75,verified
SX-100700,scam_call,Bengaluru,292588,80,verified
SX-100701,counterfeit,Kolkata,239185,59,verified
SX-100702,scam_call,Kolkata,244394,24,investigating
SX-100703,digital_arrest,Kolkata,499152,50,verified
SX-100704,scam_call,Lucknow,251934,26,investigating
SX-100705,digital_arrest,Kolkata,269468,90,verified
SX-100706,upi_fraud,Jaipur,395759,38,verified
SX-100707,upi_fraud,Lucknow,58987,34,resolved
SX-100708,digital_arrest,Kolkata,140661,37,investigating
SX-100709,scam_call,Jaipur,70478,52,resolved
SX-100710,phishing,Kolkata,100880,28,verified
SX-100711,phishing,Bengaluru,493852,83,verified
SX-100712,scam_call,Lucknow,497691,37,verified
SX-100713,counterfeit,Central Delhi,59668,68,resolved
SX-100714,counterfeit,Kolkata,417235,25,verified
SX-100715,scam_call,Pune,543357,72,submitted
SX-100716,counterfeit,Jaipur,787195,33,verified
SX-100717,counterfeit,Jaipur,471231,81,resolved
SX-100718,digital_arrest,Kolkata,478244,52,investigating
SX-100719,digital_arrest,Bengaluru,351592,47,submitted
SX-100720,upi_fraud,Lucknow,533101,47,verified
SX-100721,scam_call,Kolkata,322981,37,verified
SX-100722,counterfeit,Kolkata,339,35,resolved
SX-100723,digital_arrest,Chennai,702934,70,resolved
SX-100724,phishing,Central Delhi,788019,80,verified
SX-100725,digital_arrest,Kolkata,645375,93,submitted
SX-100726,upi_fraud,Chennai,549403,96,verified
SX-100727,digital_arrest,Lucknow,676468,38,resolved
SX-100728,phishing,Lucknow,4545,57,investigating
SX-100729,phishing,Jaipur,467570,90,resolved
SX-100730,phishing,Pune,115183,44,verified
SX-100731,scam_call,Lucknow,791423,95,resolved
SX-100732,phishing,Mumbai,587016,57,investigating
SX-100733,digital_arrest,Kolkata,106804,22,resolved
SX-100734,scam_call,Lucknow,749452,98,resolved
SX-100735,digital_arrest,Central Delhi,73002,43,submitted
SX-100736,scam_call,Mumbai,734706,53,investigating
SX-100737,counterfeit,Pune,337628,68,investigating
SX-100738,counterfeit,Lucknow,723572,55,submitted
SX-100739,scam_call,Jaipur,388836,57,verified
SX-100740,phishing,Jaipur,17571,63,resolved
SX-100741,upi_fraud,Jaipur,496110,83,submitted
SX-100742,phishing,Chennai,160226,64,resolved
SX-100743,upi_fraud,Bengaluru,509756,89,verified
SX-100744,counterfeit,Bengaluru,554137,45,submitted
SX-100745,counterfeit,Central Delhi,24362,93,investigating
SX-100746,scam_call,Jaipur,634407,56,resolved
SX-100747,upi_fraud,Jaipur,449394,29,resolved
SX-100748,scam_call,Pune,336391,63,submitted
SX-100749,digital_arrest,Mumbai,526338,92,verified
SX-100750,digital_arrest,Chennai,582074,47,investigating
SX-100751,scam_call,Bengaluru,740307,88,verified
SX-100752,digital_arrest,Jaipur,685977,26,investigating
SX-100753,scam_call,Central Delhi,601824,31,resolved
SX-100754,digital_arrest,Kolkata,192221,50,investigating
SX-100755,upi_fraud,Bengaluru,354098,82,submitted
SX-100756,phishing,Jaipur,532382,87,investigating
SX-100757,upi_fraud,Mumbai,777278,82,resolved
SX-100758,upi_fraud,Lucknow,618518,54,investigating
SX-100759,digital_arrest,Chennai,602794,57,investigating
SX-100760,upi_fraud,Mumbai,231014,79,verified
SX-100761,phishing,Kolkata,542673,44,verified
SX-100762,digital_arrest,Mumbai,758553,79,investigating
SX-100763,scam_call,Bengaluru,176744,91,submitted
SX-100764,counterfeit,Mumbai,349289,72,submitted
SX-100765,digital_arrest,Bengaluru,53995,77,submitted
SX-100766,digital_arrest,Jaipur,300765,30,verified
SX-100767,counterfeit,Lucknow,112890,53,verified
SX-100768,phishing,Mumbai,769294,57,submitted
SX-100769,upi_fraud,Lucknow,8451,25,submitted
SX-100770,phishing,Chennai,664785,66,investigating
SX-100771,phishing,Kolkata,603695,26,investigating
SX-100772,counterfeit,Kolkata,524547,58,investigating
SX-100773,counterfeit,Lucknow,479739,45,resolved
SX-100774,scam_call,Chennai,429350,68,resolved
SX-100775,digital_arrest,Central Delhi,46166,97,resolved
SX-100776,upi_fraud,Chennai,138991,73,resolved
SX-100777,counterfeit,Bengaluru,488281,59,verified
SX-100778,phishing,Mumbai,633446,22,resolved
SX-100779,digital_arrest,Lucknow,69591,66,investigating
SX-100780,phishing,Chennai,569641,62,resolved
SX-100781,upi_fraud,Lucknow,182612,62,verified
SX-100782,counterfeit,Pune,423639,23,resolved
SX-100783,upi_fraud,Pune,366280,71,investigating
SX-100784,upi_fraud,Kolkata,493498,84,resolved
SX-100785,phishing,Lucknow,748679,44,investigating
SX-100786,digital_arrest,Pune,383228,86,resolved
SX-100787,scam_call,Mumbai,316801,27,investigating
SX-100788,phishing,Lucknow,171435,44,verified
SX-100789,digital_arrest,Bengaluru,473400,96,verified
SX-100790,scam_call,Mumbai,449526,88,submitted
SX-100791,upi_fraud,Chennai,576419,82,verified
SX-100792,upi_fraud,Mumbai,440756,41,resolved
SX-100793,scam_call,Jaipur,562498,19,verified
SX-100794,counterfeit,Central Delhi,323895,35,submitted
SX-100795,upi_fraud,Chennai,739589,44,investigating
SX-100796,counterfeit,Chennai,667075,62,investigating
SX-100797,scam_call,Kolkata,682014,85,investigating
SX-100798,scam_call,Chennai,131005,28,investigating
SX-100799,scam_call,Lucknow,292551,29,resolved
SX-100800,scam_call,Jaipur,538392,41,submitted
SX-100801,upi_fraud,Lucknow,525997,55,investigating
SX-100802,upi_fraud,Jaipur,145862,38,resolved
SX-100803,digital_arrest,Jaipur,201457,19,resolved
SX-100804,counterfeit,Chennai,501362,66,investigating
SX-100805,scam_call,Mumbai,261805,64,resolved
SX-100806,digital_arrest,Chennai,790197,36,verified
SX-100807,counterfeit,Jaipur,127205,86,investigating
SX-100808,phishing,Bengaluru,679397,91,submitted
SX-100809,upi_fraud,Jaipur,308074,51,submitted
SX-100810,phishing,Lucknow,467086,37,investigating
SX-100811,counterfeit,Lucknow,384210,71,resolved
SX-100812,counterfeit,Central Delhi,79493,47,verified
SX-100813,upi_fraud,Central Delhi,532036,99,submitted
SX-100814,phishing,Chennai,189308,46,verified
SX-100815,upi_fraud,Lucknow,437604,84,resolved
SX-100816,counterfeit,Kolkata,580206,25,submitted
SX-100817,scam_call,Mumbai,558900,72,submitted
SX-100818,phishing,Pune,616794,79,investigating
SX-100819,scam_call,Bengaluru,419904,90,submitted
SX-100820,counterfeit,Bengaluru,500743,59,investigating
SX-100821,digital_arrest,Kolkata,641113,38,submitted
SX-100822,counterfeit,Mumbai,572482,74,verified
SX-100823,upi_fraud,Chennai,707291,71,submitted
SX-100824,phishing,Chennai,23509,17,submitted
SX-100825,digital_arrest,Mumbai,344694,81,resolved
SX-100826,digital_arrest,Mumbai,394398,44,verified
SX-100827,upi_fraud,Mumbai,77570,56,resolved
SX-100828,counterfeit,Pune,399664,52,resolved
SX-100829,digital_arrest,Lucknow,148887,15,resolved
SX-100830,phishing,Chennai,465582,55,submitted
SX-100831,scam_call,Bengaluru,143265,86,submitted
SX-100832,digital_arrest,Chennai,700981,51,submitted
SX-100833,phishing,Bengaluru,665663,40,verified
SX-100834,counterfeit,Central Delhi,371076,21,resolved
SX-100835,counterfeit,Pune,480671,94,submitted
SX-100836,upi_fraud,Jaipur,100908,24,resolved
SX-100837,scam_call,Chennai,481496,70,resolved
SX-100838,scam_call,Pune,416980,18,resolved
SX-100839,phishing,Mumbai,508064,43,investigating
SX-100840,phishing,Kolkata,633460,60,submitted
SX-100841,upi_fraud,Central Delhi,422803,76,submitted
SX-100842,counterfeit,Lucknow,167898,83,submitted
SX-100843,phishing,Central Delhi,529915,59,investigating
SX-100844,phishing,Jaipur,739343,18,investigating
SX-100845,counterfeit,Chennai,754194,83,submitted
SX-100846,digital_arrest,Bengaluru,253827,84,submitted
SX-100847,scam_call,Lucknow,748611,89,submitted
SX-100848,upi_fraud,Chennai,480669,22,submitted
SX-100849,scam_call,Bengaluru,767188,46,verified
SX-100850,digital_arrest,Bengaluru,717604,38,submitted
SX-100851,upi_fraud,Mumbai,595551,47,verified
SX-100852,counterfeit,Pune,138201,63,verified
SX-100853,phishing,Kolkata,43810,68,investigating
SX-100854,digital_arrest,Mumbai,373857,70,verified
SX-100855,scam_call,Kolkata,148243,48,investigating
SX-100856,phishing,Mumbai,193212,29,investigating
SX-100857,upi_fraud,Central Delhi,233310,54,resolved
SX-100858,scam_call,Mumbai,12390,42,resolved
SX-100859,upi_fraud,Lucknow,111133,64,submitted
SX-100860,counterfeit,Bengaluru,47614,25,submitted
SX-100861,phishing,Bengaluru,1021,66,submitted
SX-100862,upi_fraud,Central Delhi,645184,86,verified
SX-100863,scam_call,Bengaluru,665813,21,resolved
SX-100864,upi_fraud,Lucknow,494797,58,verified
SX-100865,digital_arrest,Lucknow,330392,77,resolved
SX-100866,counterfeit,Mumbai,402436,55,investigating
SX-100867,upi_fraud,Mumbai,21426,53,submitted
SX-100868,scam_call,Central Delhi,121855,59,verified
SX-100869,scam_call,Central Delhi,38705,60,resolved
SX-100870,upi_fraud,Kolkata,40484,84,resolved
SX-100871,scam_call,Lucknow,65501,29,investigating
SX-100872,upi_fraud,Lucknow,47826,41,verified
SX-100873,counterfeit,Chennai,167018,54,submitted
SX-100874,phishing,Mumbai,304176,96,verified
SX-100875,counterfeit,Pune,530932,55,resolved
SX-100876,scam_call,Bengaluru,61896,67,submitted
SX-100877,digital_arrest,Chennai,567671,78,verified
SX-100878,counterfeit,Kolkata,139953,88,submitted
SX-100879,scam_call,Lucknow,151975,60,resolved
SX-100880,upi_fraud,Chennai,512999,68,resolved
SX-100881,scam_call,Mumbai,563770,63,investigating
SX-100882,phishing,Mumbai,244879,23,investigating
SX-100883,phishing,Kolkata,433126,29,verified
SX-100884,phishing,Central Delhi,715320,71,investigating
SX-100885,scam_call,Bengaluru,71847,69,investigating
SX-100886,upi_fraud,Mumbai,517468,75,resolved
SX-100887,digital_arrest,Bengaluru,71318,55,verified
SX-100888,scam_call,Pune,198611,45,investigating
SX-100889,scam_call,Pune,716726,43,verified
SX-100890,phishing,Central Delhi,256994,99,resolved
SX-100891,phishing,Jaipur,293203,30,submitted
SX-100892,digital_arrest,Mumbai,531668,47,investigating
SX-100893,counterfeit,Bengaluru,8708,18,submitted
SX-100894,digital_arrest,Lucknow,653082,54,submitted
SX-100895,scam_call,Central Delhi,654655,35,investigating
SX-100896,scam_call,Bengaluru,789982,32,resolved
SX-100897,digital_arrest,Chennai,205407,72,resolved
SX-100898,upi_fraud,Chennai,313240,97,resolved
SX-100899,phishing,Bengaluru,157460,58,investigating
SX-100900,upi_fraud,Kolkata,453623,94,investigating
SX-100901,scam_call,Jaipur,31121,20,verified
SX-100902,upi_fraud,Lucknow,603348,48,investigating
SX-100903,counterfeit,Mumbai,68859,96,submitted
SX-100904,digital_arrest,Lucknow,252714,29,submitted
SX-100905,counterfeit,Lucknow,777071,94,resolved
SX-100906,upi_fraud,Central Delhi,773886,59,submitted
SX-100907,counterfeit,Kolkata,375924,68,verified
SX-100908,upi_fraud,Bengaluru,458662,66,submitted
SX-100909,phishing,Central Delhi,329055,23,investigating
SX-100910,scam_call,Pune,493758,78,investigating
SX-100911,counterfeit,Lucknow,713768,34,resolved
SX-100912,counterfeit,Mumbai,744979,50,investigating
SX-100913,scam_call,Pune,36630,55,investigating
SX-100914,digital_arrest,Lucknow,539426,72,submitted
SX-100915,scam_call,Kolkata,150231,21,resolved
SX-100916,scam_call,Lucknow,621851,85,submitted
SX-100917,phishing,Chennai,272730,33,submitted
SX-100918,upi_fraud,Lucknow,154024,26,submitted
SX-100919,digital_arrest,Bengaluru,132700,17,verified
SX-100920,scam_call,Central Delhi,570820,92,investigating
SX-100921,phishing,Lucknow,301594,42,investigating
SX-100922,phishing,Mumbai,28999,67,investigating
SX-100923,scam_call,Central Delhi,294806,67,investigating
SX-100924,phishing,Jaipur,481184,62,resolved
SX-100925,scam_call,Chennai,233485,73,verified
SX-100926,phishing,Lucknow,620588,86,submitted
SX-100927,upi_fraud,Chennai,105359,98,submitted
SX-100928,digital_arrest,Pune,383705,92,verified
SX-100929,upi_fraud,Bengaluru,205464,51,submitted
SX-100930,upi_fraud,Lucknow,479392,31,resolved
SX-100931,upi_fraud,Kolkata,438478,49,submitted
SX-100932,phishing,Jaipur,346155,80,verified
SX-100933,phishing,Central Delhi,13856,16,submitted
SX-100934,counterfeit,Kolkata,530782,76,resolved
SX-100935,upi_fraud,Bengaluru,202340,59,verified
SX-100936,counterfeit,Mumbai,696399,95,investigating
SX-100937,upi_fraud,Bengaluru,183982,30,resolved
SX-100938,scam_call,Mumbai,271702,96,resolved
SX-100939,scam_call,Central Delhi,480070,82,investigating
SX-100940,counterfeit,Pune,708182,79,resolved
SX-100941,digital_arrest,Pune,462146,31,investigating
SX-100942,scam_call,Lucknow,740571,16,verified
SX-100943,upi_fraud,Jaipur,133121,97,investigating
SX-100944,digital_arrest,Chennai,11073,92,investigating
SX-100945,counterfeit,Pune,419777,51,investigating
SX-100946,digital_arrest,Lucknow,334019,28,resolved
SX-100947,counterfeit,Pune,781407,67,submitted
SX-100948,digital_arrest,Chennai,531566,98,verified
SX-100949,counterfeit,Lucknow,209867,65,resolved
SX-100950,counterfeit,Bengaluru,430953,66,resolved
SX-100951,scam_call,Pune,781284,89,resolved
SX-100952,digital_arrest,Bengaluru,567918,67,resolved
SX-100953,digital_arrest,Kolkata,678792,91,investigating
SX-100954,counterfeit,Bengaluru,537476,24,submitted
SX-100955,scam_call,Kolkata,364192,30,verified
SX-100956,upi_fraud,Lucknow,667401,25,investigating
SX-100957,phishing,Mumbai,31172,17,submitted
SX-100958,scam_call,Kolkata,697722,20,resolved
SX-100959,upi_fraud,Mumbai,115035,43,submitted
SX-100960,digital_arrest,Lucknow,676434,37,investigating
SX-100961,scam_call,Kolkata,624425,99,verified
SX-100962,upi_fraud,Chennai,379506,47,resolved
SX-100963,digital_arrest,Central Delhi,764715,38,verified
SX-100964,digital_arrest,Jaipur,569851,30,investigating
SX-100965,phishing,Bengaluru,195886,95,submitted
SX-100966,digital_arrest,Mumbai,438278,16,verified
SX-100967,phishing,Central Delhi,540349,88,submitted
SX-100968,upi_fraud,Mumbai,90999,44,investigating
SX-100969,counterfeit,Mumbai,210844,34,investigating
SX-100970,phishing,Pune,338114,84,submitted
SX-100971,phishing,Chennai,5368,32,resolved
SX-100972,scam_call,Bengaluru,17196,58,investigating
SX-100973,phishing,Jaipur,555386,23,submitted
SX-100974,scam_call,Bengaluru,57234,22,verified
SX-100975,upi_fraud,Pune,566127,49,resolved
SX-100976,digital_arrest,Central Delhi,576886,26,submitted
SX-100977,upi_fraud,Mumbai,461033,83,submitted
SX-100978,scam_call,Central Delhi,631159,25,investigating
SX-100979,digital_arrest,Chennai,686590,34,resolved
SX-100980,digital_arrest,Jaipur,182721,90,investigating
SX-100981,upi_fraud,Mumbai,615391,97,investigating
SX-100982,upi_fraud,Central Delhi,496254,75,verified
SX-100983,phishing,Mumbai,91549,69,verified
SX-100984,digital_arrest,Lucknow,157199,27,resolved
SX-100985,digital_arrest,Chennai,618661,46,submitted
SX-100986,counterfeit,Lucknow,343491,96,verified
SX-100987,upi_fraud,Jaipur,77193,59,submitted
SX-100988,digital_arrest,Central Delhi,421139,18,investigating
SX-100989,upi_fraud,Jaipur,521770,44,verified
SX-100990,counterfeit,Chennai,463795,66,resolved
SX-100991,digital_arrest,Mumbai,237953,75,submitted
SX-100992,scam_call,Pune,404236,70,verified
SX-100993,counterfeit,Chennai,248890,49,verified
SX-100994,upi_fraud,Bengaluru,226593,66,resolved
SX-100995,upi_fraud,Chennai,776640,40,verified
SX-100996,counterfeit,Pune,484313,42,investigating
SX-100997,counterfeit,Lucknow,540147,47,investigating
SX-100998,upi_fraud,Lucknow,201271,20,investigating
SX-100999,counterfeit,Jaipur,677422,55,resolved
SX-101000,digital_arrest,Chennai,584061,89,investigating
SX-101001,digital_arrest,Bengaluru,214356,89,submitted
SX-101002,phishing,Pune,402316,22,submitted
SX-101003,phishing,Pune,510835,58,investigating
SX-101004,scam_call,Kolkata,445727,75,verified
SX-101005,counterfeit,Jaipur,778681,44,resolved
SX-101006,phishing,Lucknow,722218,82,resolved
SX-101007,digital_arrest,Bengaluru,264749,84,submitted
SX-101008,upi_fraud,Central Delhi,23188,34,resolved
SX-101009,digital_arrest,Jaipur,377877,79,resolved
SX-101010,phishing,Central Delhi,519643,76,submitted
SX-101011,scam_call,Kolkata,119914,17,verified
SX-101012,scam_call,Bengaluru,693637,69,verified
SX-101013,counterfeit,Central Delhi,348327,21,submitted
SX-101014,counterfeit,Pune,331829,19,verified
SX-101015,upi_fraud,Pune,133683,22,investigating
SX-101016,digital_arrest,Central Delhi,359067,50,resolved
SX-101017,scam_call,Mumbai,152174,78,resolved
SX-101018,upi_fraud,Mumbai,244916,65,submitted
SX-101019,upi_fraud,Mumbai,767951,51,submitted
SX-101020,counterfeit,Pune,387917,61,submitted
SX-101021,counterfeit,Jaipur,189375,31,submitted
SX-101022,upi_fraud,Jaipur,461104,90,verified
SX-101023,phishing,Central Delhi,104756,69,resolved
SX-101024,digital_arrest,Bengaluru,435768,53,investigating
SX-101025,upi_fraud,Mumbai,6019,79,resolved
SX-101026,upi_fraud,Jaipur,651704,73,resolved
SX-101027,upi_fraud,Jaipur,266803,40,investigating
SX-101028,phishing,Lucknow,600386,97,verified
SX-101029,upi_fraud,Chennai,369268,70,submitted
SX-101030,digital_arrest,Jaipur,667089,39,verified
SX-101031,counterfeit,Chennai,558913,32,verified
SX-101032,scam_call,Bengaluru,771666,46,investigating
SX-101033,digital_arrest,Mumbai,119485,72,investigating
SX-101034,counterfeit,Central Delhi,421270,21,verified
SX-101035,digital_arrest,Lucknow,791289,25,submitted
SX-101036,upi_fraud,Bengaluru,776434,25,verified
SX-101037,scam_call,Pune,678520,93,submitted
SX-101038,counterfeit,Jaipur,664317,48,resolved
SX-101039,counterfeit,Lucknow,27942,73,submitted
SX-101040,phishing,Pune,245661,36,investigating
SX-101041,phishing,Lucknow,509453,98,submitted
SX-101042,upi_fraud,Pune,205248,92,verified
SX-101043,phishing,Mumbai,94936,57,resolved
SX-101044,scam_call,Pune,453423,81,investigating
SX-101045,upi_fraud,Chennai,368401,98,resolved
SX-101046,counterfeit,Kolkata,575514,16,investigating
SX-101047,counterfeit,Bengaluru,81394,94,resolved
SX-101048,phishing,Jaipur,119205,21,verified
SX-101049,digital_arrest,Chennai,382753,96,investigating
SX-101050,scam_call,Kolkata,539917,63,investigating
SX-101051,digital_arrest,Mumbai,87056,41,submitted
SX-101052,upi_fraud,Kolkata,327979,96,submitted
SX-101053,phishing,Chennai,317463,39,investigating
SX-101054,phishing,Lucknow,774447,53,submitted
